Program ID,Source Filename,Screen Shot,Description,Last Update,Version,Author,Lines,Subroutines,Challenge
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Cherry01.smallbasic,,Cherry,,0.1,Nonki Takahashi,392,AddCherry FillLinearGradientRectangle DrawLine Color_PercentToRGB Color_ColorToRGB Math_Hex2Dec Colors_Init,
VFC190-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Cherry02.smallbasic,,Cherry,2013-04-04,0.2,Nonki Takahashi,394,AddCherry FillLinearGradientRectangle DrawLine Color_PercentToRGB Color_ColorToRGB Math_Hex2Dec Colors_Init,
JTK247,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Cosmos.smallbasic,,Cosmos,,,Nonki Takahashi,43,AddCosmos,
BQX534,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Hydrangea.smallbasic,,Hydrangea,,,Nonki Takahashi,78,AddInflorescence AddHydrangea,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Nadeshiko.sb,,,,,,67,DrawNadeshiko DrawFlower,
KCG090-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\SunFlower.smallbasic,,Sun Flower,,,Nonki Takahashi,69,AddSunFlower DrawSeeds,
ZZF466-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Flower\Tulip.sb,,Tulip,,0.31,Nonki Takahashi,160,AddLine Init Windmill DrawSail FillCorn Tulip,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form\Form.frm.sb,,func=form;bg=LightGray;gx=10;gy=10;gw=598;gh=428;title=Form,,0.51b;,,9,,
KMT677-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form\Form.sb,,,2017-04-30,0.51b,Nonki Takahashi,236,DrawForm DrawGrids Form_ShowForm OnButtonClicked Form_GetForm Line_RemoveLeadingSpace Buf_GetLine Buf_Init,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form0x\Blog.frm.sb,,func=form;bg=LightGray;gx=10;gy=10;gw=598;gh=428;title=MSDN Blog Article List,,0.1;,,9,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form0x\Form.frm.sb,,func=form;bg=LightGray;gx=10;gy=10;gw=598;gh=428;title=Form,,0.5b;,,9,,
KMT677-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form0x\Form.sb,,'' Form,2016-04-27,0.5b,Nonki Takahashi,218,DrawForm DrawGrids Form_ShowForm OnButtonClicked Form_GetForm Line_RemoveLeadingSpace Buf_GetLine Buf_Init,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Form0x\FormIcon.sb,,Form Icon,,,Nonki Takahashi,10,,
JPH449,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Frustration\Frustration01.smallbasic,,Frustration,2014-06-09,0.1a,Nonki Takahashi,201,DrawBoard DrawQuarter DrawRoundRectangle DumpBoard FillRoundRectangle DrawArc FillQuadrangle,
JPH449-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Frustration\Frustration02.smallbasic,,Frustration,2014-06-11,0.2a,Nonki Takahashi,282,DrawBoard DrawQuarter DrawRoundRectangle DumpBoard FillRoundRectangle DrawArc FillQuadrangle MovePiece,
JPH449-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Frustration\Frustration03.smallbasic,,Frustration,2014-06-16,0.3a,Nonki Takahashi,310,DrawBoard DrawQuarter DumpBoard MovePiece DoNothing OnMouseDown DrawArc DrawRoundRectangle FillRoundRectangle FillQuadrangle,
JPH449-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Frustration\Frustration04.smallbasic,,Frustration,2014-06-17,0.4b,Nonki Takahashi,352,DoNothing DrawBoard DrawQuarter DumpBoard MovePiece OnMouseDown ReturnPiece Draw_DrawArc Draw_DrawRoundRectangle Draw_FillRoundRectangle Draw_FillQuadrangle,
JPH449-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Frustration\Frustration05.smallbasic,,Frustration,2014-06-24,0.5b,Nonki Takahashi,353,DoNothing DrawBoard DrawQuarter DumpBoard MovePiece OnMouseDown ReturnPiece Draw_DrawArc Draw_DrawRoundRectangle Draw_FillRoundRectangle Draw_FillQuadrangle,
DFZ772-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\Monopoly02.smallbasic,,Monopoly Like Game,,0.2a,,140,InitBoard DrawBoard DrawSquare Play MoveToNext,
GXP440-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\RockPaperScissors 1.smallbasic,,Rock Paper Scissors,,,,36,Init CPU You Judge,
GXP440-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\RockPaperScissors.smallbasic,,Rock Paper Scissors,,,,35,Init CPU You Judge,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\TextAdventure01.smallbasic,,,,,,69,Choose,
FCD758-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\TextAdventure02.smallbasic,,Text Adventure,,0.2,,146,Init Game Jump Error Choose,
QZN342-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\TurtleDodger05.smallbasic,,Turtle Dodger,2014-04-17,0.5b,Nonki Takahashi,185,Closing Opening Ready Game Init OnTick ScrollObject AddObject OnKeyDown,
QZN342-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\TurtleDodger06.smallbasic,,Turtle Dodger,2014-07-30,0.6b,Nonki Takahashi,182,AddObject Closing Game Init OnKeyDown OnTick Opening Ready ScrollObject,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\GameProgramming\じゃんけん.smallbasic,,Rock Paper Scisoors,,,,36,Init CPU You Judge,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Graph\Graph.smallbasic,,Graph,2015-05-05,0.1,Nonki Takahashi,115,Form Fx Graph_Draw Graph_DrawLine Graph_DrawGrid WaitButton OnButtonClicked,
RQX345-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Graph\Graph02.smallbasic,,Graph,2015-06-13,0.21,Nonki Takahashi,193,Form Fx GetFxProperties Graph_Draw Graph_SetGWViewPort Graph_SetLogicalViewPort Graph_ToGWCoordinate Graph_DrawLine Graph_DrawGrid,
RQX345-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Graph\Graph03.smallbasic,,Graph,2015-07-14,0.3,Nonki Takahashi,194,Form Fx Fx_GetProperties Graph_Draw Graph_SetGWViewPort Graph_SetLogicalViewPort Graph_ToGWCoordinate Graph_DrawLine Graph_DrawGrid,
RQX345-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Graph\Graph04.sb,,Graph,2016-02-20,0.4,Nonki Takahashi,203,Form Fx Fx_GetProperties Graph_Draw Graph_SetGWViewPort Graph_SetLogicalViewPort Graph_ToGWCoordinate Graph_DrawLine Graph_DrawGrid,
RQX345-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Graph\Graph07.sb,,Graph,2016-04-10,0.7,Nonki Takahashi,204,Form Fx Fx_GetProperties Graph_Draw Graph_SetGWViewPort Graph_SetLogicalViewPort Graph_ToGWCoordinate Graph_DrawLine Graph_DrawGrid,
RFT686-9,C:\Users\Nonki\OneDrive\Documents\SmallBasic\IconEditor\IconEditor.sb,,Icon Editor 0.91b,2017-04-30,0.91b,Nonki Takahashi,1937,Form New Open Save Array_GetIndexOfValue Color_ColorToRGB Color_HSLtoRGB Color_Init Color_RGBtoHSL Color_Value CS_AddColorToPalette CS_AdjustSlider CS_DoObject CS_DoPalette CS_DoSlider CS_DrawColorRect CS_DrawPalette CS_GetColorFromSlider CS_Init CS_DumpSlider CS_InitPalette CS_RemovePalette CS_RemoveSliders CS_SearchClickedObject CS_SetColorToSlider CS_ShowNewColor CS_ShowPopup CS_OnButtonClicked Color_SetPenColor Debug_StateChanged Debug_Dump Dialog_YesNo File_GetAbsPath File_RemoveDots File_RemoveEntry File_CloseDialog File_GeneratePPM File_GetBasename File_Open File_OpenDialog File_Save File_OnButtonClicked File_OnTextTyped Icon_Clear Icon_GetPixel Icon_MouseToXY Icon_SetPixel KB_Init KB_InKey KB_OnKeyDown KB_OnKeyUp Macro_Add Macro_Init Macro_Redo Macro_Undo Math_Hex2Dec Menu_Draw Menu_EnableItem Menu_DisableItem Menu_DrawItem Mouse_AddObject Mouse_DetectObject Mouse_Init Mouse_SetHandler Mouse_OnDown Mouse_DoNothing Mouse_OnMove Mouse_OnTick Mouse_OnUp Msg_Init Msg_Set Parse_Comment Parse_Decimal Parse_MagicNumber Parse_PPM Parse_WhiteSpace Parse_WhiteSpaceAndComment Popup_Init Slider_Add Slider_CallBack Slider_GetLevel Slider_GetMouseLevel Slider_WaitToRelease Slider_Remove Slider_SetLevel Text_GetWidthInPx,
RFT686-9,C:\Users\Nonki\OneDrive\Documents\SmallBasic\IconEditor1x\IconEditor.sb,,'' Plain PPM Editor,2016-07-09,1.0b,Nonki Takahashi,1763,Form New Open Save Array_GetIndexOfValue Color_ColorToRGB Color_HSLtoRGB Color_Init Color_RGBtoHSL Color_Value CS_AddColorToPalette CS_AdjustSlider CS_DoObject CS_DoPalette CS_DoSlider CS_DrawColorRect CS_DrawPalette CS_GetColorFromSlider CS_Init CS_DumpSlider CS_InitPalette CS_RemovePalette CS_RemoveSliders CS_SearchClickedObject CS_SetColorToSlider CS_ShowNewColor CS_ShowPopup CS_OnButtonClicked Color_SetPenColor Debug_StateChanged Debug_Dump Dialog_YesNo File_GetAbsPath File_RemoveDots File_RemoveEntry File_CloseDialog File_GeneratePPM File_GetBasename File_Open File_OpenDialog File_Save File_OnButtonClicked File_OnTextTyped Icon_Clear Icon_GetPixel Icon_MouseToXY Icon_SetPixel KB_Init KB_InKey KB_OnKeyDown KB_OnKeyUp Macro_Add Macro_Init Macro_Redo Macro_Undo Math_Hex2Dec Menu_Draw Menu_EnableItem Menu_DisableItem Menu_DrawItem Mouse_AddObject Mouse_DetectObject Mouse_Init Mouse_SetHandler Mouse_OnDown Mouse_DoNothing Mouse_OnMove Mouse_OnTick Mouse_OnUp Msg_Init Msg_Set Parse_Comment Parse_Decimal Parse_MagicNumber Parse_PPM Parse_WhiteSpace Parse_WhiteSpaceAndComment Popup_Init Slider_Add Slider_CallBack Slider_GetLevel Slider_GetMouseLevel Slider_WaitToRelease Slider_Remove Slider_SetLevel Text_GetWidthInPx,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Dump02.smallbasic,,Dump  - File dump,,v0.2,,122,GetByte InitDec2Hex Dec2Hex,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Gamen.smallbasic,,GraphicsWindow.Width = 624 ' system default,,,,111,InitBoard ShowBoard PutStone,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Goban01.smallbasic,,goban.smallbasic - 碁盤 たかはしのんき,,0.1,,453,Paint OnMouseUp InitBoard SetStone GetStone DrawStone CalcColor Dec2Base DrawBoard GetPos,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Goban02.smallbasic,,goban.smallbasic - 碁盤 たかはしのんき,,0.2,,478,Paint OnMouseUp InitBoard PutStone GetStone DrawStone CalcColor Dec2Base DrawBoard GetPos,
RHV135,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Goban03.smallbasic,,Goban,2012-10-27,0.3,Nonki Takahashi,457,Paint OnMouseUp InitBoard PutStone GetStone DrawStone RemoveStone Dec2Base DrawBoard GetPos,
RHV135-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Goban04.smallbasic,,Goban,2012-10-31,0.4,Nonki Takahashi,400,ShowTurn OnMouseUp InitBoard PutStone GetStone DrawStone RemoveStone DrawBoard GetPos,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Goban05.sb,,Goban,2016-04-29,0.5,Nonki Takahashi,408,ShowTurn OnMouseUp InitBoard PutStone GetStone DrawStone RemoveStone DrawBoard GetPos,
PTB804,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_1.smallbasic,,Go Simulator,2012-11-01,0.1,Nonki Takahashi,2473,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ShowBoard DrawStone EraseStone XDeadStones DrawTerritory Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_2.smallbasic,,Go Simulator,2012-11-01,0.21,Nonki Takahashi,2557,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ShowBoard DrawStone EraseStone XDeadStones DrawTerritory Rec_GenSGFName Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
PTB804-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_3.smallbasic,,Go Simulator,2012-11-02,0.3,Nonki Takahashi,2581,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ClearGBoard InitGBoard DrawStone EraseStone XDeadStones DrawTerritory Rec_GenSGFName Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
PTB804-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_4.smallbasic,,Go Simulator,2012-11-04,0.4,Nonki Takahashi,2639,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ClearGBoard InitGBoard DrawStar DrawStone EraseStone XDeadStones DrawTerritory Rec_GenSGFName Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_5.smallbasic,,Go Simulator,2013-07-07,0.5,Nonki Takahashi,2640,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ClearGBoard InitGBoard DrawStar DrawStone EraseStone XDeadStones DrawTerritory Rec_GenSGFName Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\GoSimulator0_6.sb,,'' Go Simulator,2016-04-28,0.61,Nonki Takahashi,2658,EachTurn RemoveStonesIfCaptured InitProgram InitRoDepend InitControls ResetControls DrawLamp CreateRdmArray AddNumToRdmArray ClearRdmArray CheckPossiblePut CheckSuiside Random RemoveRdmEntry Human OnMouseDown OnButtonClicked GetPosition DoNothing Replay InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CheckSpaceUnitInTerritory CheckSpaceUnit CheckMyEye CheckEye Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard SaveGameProperties RestoreGameProperties Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ClearGBoard InitGBoard DrawStar DrawStone EraseStone XDeadStones DrawTerritory Rec_GenSGFName Rec_InitRecord Rec_Record Rec_ReplayGame Rec_WriteRecord Rec_ReadRecord Rec_SaveGameDate SGF_ParseCollection SGF_ParseGameTree SGF_ParseSequence SGF_ParseNode SGF_ParseProperty SGF_ParseSpace SGF_ParseGame SGF_ParseSize SGF_ParsePB SGF_ParsePW SGF_ParseKomi SGF_ParseHA SGF_ParseBlack SGF_ParseWhite SGF_ParsePoint SGF_ParseGivenProperty SGF_ParseID Lex_Upper Lex_Lower Lex_Char Debug_DrawGrid Debug_DumpRecord Debug_DumpUnit Debug_DumpPoint Debug_DumpNewLine Debug_DumpLiberty Debug_DumpColor Debug_DumpMove Debug_DumpScore Debug_DumpEffect InitFigure Debug_DumpBoard Debug_DumpBoard2 StartClock StopClock PrintTime PrintClock ConvertEmsToTime Debug_DumpRdmArray Debug_DumpRdmArray2 Debug_DumpRdmLast Debug_DumpRdmXY Debug_DumpKomi,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo01.smallbasic,,Igo01.smallbasic - Igo,,v0.1,,244,InitGame InputGameInfo InitBoard ShowBoard DrawStone InitRecord Replay Judge,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo02.smallbasic,,Igo02.smallbasic - Igo,2010-05-05,v0.2,,265,InitGame InputGameInfo InitBoard ShowBoard DrawStone InitRecord Replay Judge,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo025.smallbasic,,Igo02.smallbasic - Igo,,v0.2,,332,InitGame InputGameInfo InitBoard ShowBoard DrawStone InitRecord Replay Judge StartClock StopClock PrintClock PrintTime ConvertEmsToTime,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo03.smallbasic,,Igo03.smallbasic - Igo,2010-07-24,v0.3,,378,InitProgram InputGameInfo InitBoard ShowBoard DrawStone EraseStone InitRecord Record GetPutList Human OnMouseDown GetPosition Replay Judge,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo04.smallbasic,,Igo04.smallbasic - Igo,2010-07-31,v0.4,,706,DrawGrid InitProgram InitControls DrawLamp InputGameInfo OnButtonClicked1 Judge InitBoard ClearBoard ShowBoard DrawStone EraseStone InitRecord Record WriteRecord SaveGameDate GetPossiblePuts Human OnMouseDown OnButtonClicked GetPosition Replay,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo05.smallbasic,,Igo05.smallbasic - Igo,2010-08-03,v0.5,,1088,EachTurn DrawGrid InitProgram InitControls DrawLamp InputGameInfo OnButtonClicked1 InputGameEndInfo OnButtonClicked2 Judge InitBoard ClearBoard ShowBoard DrawStone EraseStone InitRecord Record ReplayGame WriteRecord ReadRecord SaveGameDate ParseGame ParseFF ParseSize ParsePB ParsePW ParseDate ParseKomi ParseRule ParseSemicolon ParseBlack ParseWhite ParseErase ParsePoint ParseProperty ParseUpper ParseLower ParseDigit ParsePL ParsePR ParseBL ParseBR ParseChar ParseNewLine GetPossiblePuts Human OnMouseDown OnButtonClicked GetPosition Replay,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo06.smallbasic,,Igo06.smallbasic - 囲碁 Igo,2010-08-08,v0.6,,1312,EachTurn InitProgram InitControls DrawLamp InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveString InitLiberty CountLiberty Judge CountScore InitBoard ClearBoard ShowBoard DrawStone EraseStone InitRecord Record ReplayGame WriteRecord ReadRecord SaveGameDate ParseGame ParseFF ParseSize ParsePB ParsePW ParseRE ParseDate ParseKomi ParseRule ParseSemicolon ParseBlack ParseWhite ParseErase ParsePoint ParseText ParseProperty ParseUpper ParseLower ParseDigit ParsePL ParsePR ParseBL ParseBR ParseChar ParseNewLine GetPossiblePuts Human OnMouseDown OnButtonClicked GetPosition Replay DrawGrid PrintRecord PrintString,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Igo\Igo07.smallbasic,,Igo07.smallbasic - 囲碁 Igo,2010-08-19,v0.7,,1801,EachTurn InitProgram InitControls DrawLamp InputGameInfo OnTextTyped OnButtonClicked1 InputGameEndInfo OnButtonClicked2 RemoveUnit InitLiberty CountLiberty CorrectSpaceUnit Judge CountScore AdjustTerritory EvalBoard SaveBoard RestoreBoard Init4 InitEffect SetBlackEffect SetWhiteEffect InitBoard ClearBoard ShowBoard DrawStone EraseStone XDeadStones DrawTerritory GetPossiblePuts CheckSuiside Random Territory Human OnMouseDown OnButtonClicked GetPosition Replay InitRecord Record ReplayGame WriteRecord ReadRecord SaveGameDate ParseGame ParseFF ParseSize ParsePB ParsePW ParseRE ParseDate ParsePlace ParseEvent ParseGN ParseAP ParseTime ParseT ParseKomi ParseComment ParseRule ParsePlayer ParseHA ParseView ParseBS ParseWS ParseSemicolon ParseBlack ParseWhite ParseErase ParsePoint ParseText ParseProperty ParseID ParseUpper ParseLower ParseDigit ParsePL ParsePR ParseBL ParseBR ParseChar ParseNewLine,
